episode_id,npz_path,rows,cols,time_sec_min,time_sec_max,has_nan,Accelerometer_min,Accelerometer_max,Accelerometer_mean,Accelerometer_std,GasLeak_min,GasLeak_max,GasLeak_mean,GasLeak_std,Pressure_1_min,Pressure_1_max,Pressure_1_mean,Pressure_1_std,Pressure_2_min,Pressure_2_max,Pressure_2_mean,Pressure_2_std,Temperature_1_min,Temperature_1_max,Temperature_1_mean,Temperature_1_std,Temperature_2_min,Temperature_2_max,Temperature_2_mean,Temperature_2_std,split
10,/workspace/turm/processed/episodes_npz/episode_00010.npz,3000,6,0.0,299.8999938964844,False,5.6971999583765864e-05,0.10000000149011612,0.049759481102228165,0.028932249173521996,0.0,1007.0,429.2320861816406,286.94970703125,0.0004920950159430504,3.25,1.6660319566726685,0.893592894077301,0.0020792779978364706,3.25,1.756533145904541,0.9000571966171265,0.0,110.0,56.339332580566406,33.27144241333008,0.0,110.0,60.97911071777344,29.03750228881836,test
11,/workspace/turm/processed/episodes_npz/episode_00011.npz,3000,6,0.0,299.8999938964844,False,0.0,0.10000000149011612,0.05483858287334442,0.030108056962490082,0.0,1007.0,604.9539794921875,267.4302673339844,0.0,3.25,0.5932480692863464,0.8477461934089661,0.0010229849722236395,3.25,1.8524997234344482,0.7995178699493408,0.0,110.0,51.9561882019043,32.012699127197266,0.0,110.0,65.55303955078125,30.488035202026367,train
12,/workspace/turm/processed/episodes_npz/episode_00012.npz,3000,6,0.0,299.8999938964844,False,9.348699677502736e-05,0.10000000149011612,0.04895489662885666,0.026615092530846596,0.0,1007.0,522.1613159179688,280.9416809082031,0.0,3.25,1.953341007232666,0.9774623513221741,0.0,3.25,1.178398609161377,1.0086556673049927,0.0,110.0,26.026212692260742,28.318822860717773,0.0,110.0,51.24583435058594,30.440786361694336,train
13,/workspace/turm/processed/episodes_npz/episode_00013.npz,3000,6,0.0,299.8999938964844,False,2.413199945294764e-05,0.10000000149011612,0.05390201136469841,0.031081076711416245,0.0,1007.0,532.8351440429688,270.0397644042969,0.0,3.25,0.574217677116394,0.8119765520095825,0.0,3.25,1.6653659343719482,0.917545735836029,0.0,110.0,21.767240524291992,30.217571258544922,0.0,110.0,58.477203369140625,30.18073272705078,val
14,/workspace/turm/processed/episodes_npz/episode_00014.npz,3000,6,0.0,299.8999938964844,False,0.0,0.10000000149011612,0.056061603128910065,0.02820274420082569,0.2692691385746002,1007.0,658.80322265625,245.5986328125,0.0,3.25,1.5399250984191895,1.0172353982925415,0.0,3.249873399734497,0.4937098026275635,0.7994498610496521,0.0,110.0,103.31099700927734,11.931445121765137,0.0,110.0,20.741138458251953,31.895915985107422,train
15,/workspace/turm/processed/episodes_npz/episode_00015.npz,3000,6,0.0,299.8999938964844,False,2.297100036230404e-05,0.10000000149011612,0.05110089108347893,0.02751283161342144,0.0,1007.0,521.7833862304688,284.5449523925781,0.0003119350003544241,3.25,1.430618166923523,0.8465940356254578,0.0,3.25,0.3105712831020355,0.520724892616272,0.0,110.0,23.404481887817383,31.40227699279785,0.0,110.0,35.18472671508789,34.81964874267578,test
16,/workspace/turm/processed/episodes_npz/episode_00016.npz,3000,6,0.0,299.8999938964844,False,0.0,0.09999649971723557,0.019100094214081764,0.026332352310419083,0.0,1005.9680786132812,477.8072814941406,290.62615966796875,0.0,3.25,2.5906877517700195,0.6601857542991638,0.0,3.25,1.1075124740600586,1.0480380058288574,0.0,110.0,13.582016944885254,24.05821990966797,0.0,110.0,47.51946258544922,32.174442291259766,train
17,/workspace/turm/processed/episodes_npz/episode_00017.npz,3000,6,0.0,299.8999938964844,False,0.0,0.10000000149011612,0.05384404584765434,0.028700923547148705,0.0,1007.0,558.6578369140625,302.3336181640625,0.0012747310101985931,3.25,1.598726511001587,1.0369384288787842,0.0,3.25,1.880899429321289,0.9371864795684814,0.0,109.93206024169922,23.881328582763672,29.590330123901367,0.0,110.0,51.6434211730957,30.850605010986328,train
18,/workspace/turm/processed/episodes_npz/episode_00018.npz,3000,6,0.0,299.8999938964844,False,0.0,0.10000000149011612,0.08414515107870102,0.013802533969283104,1.715023398399353,1007.0,497.9462585449219,310.2213134765625,0.0002160339936381206,3.25,1.8724589347839355,0.789502739906311,0.0,3.25,1.6946229934692383,0.9944025278091431,0.0,110.0,58.100852966308594,30.096708297729492,0.07093476504087448,110.0,56.707115173339844,32.30797576904297,val
19,/workspace/turm/processed/episodes_npz/episode_00019.npz,3000,6,0.0,299.8999938964844,False,0.0,0.10000000149011612,0.04442309960722923,0.028899548575282097,0.8730330467224121,1007.0,614.30126953125,271.2763977050781,0.0,3.25,1.6625196933746338,0.9946902394294739,0.0,3.25,1.3829244375228882,0.8994523882865906,0.0,110.0,28.895780563354492,29.319515228271484,0.0,110.0,75.57776641845703,25.27859115600586,train
20,/workspace/turm/processed/episodes_npz/episode_00020.npz,3000,6,0.0,299.8999938964844,False,0.0,0.10000000149011612,0.07338268309831619,0.019214263185858727,0.0,1006.2348022460938,443.8464050292969,289.09625244140625,0.0017805449897423387,3.25,1.9431018829345703,0.9332324862480164,0.0004118880024179816,3.25,1.6159154176712036,0.8908761739730835,0.0,110.0,71.78878784179688,28.236309051513672,0.4421224594116211,110.0,57.308712005615234,26.815811157226562,train
21,/workspace/turm/processed/episodes_npz/episode_00021.npz,3000,6,0.0,299.8999938964844,False,4.631300180335529e-05,0.10000000149011612,0.05404417961835861,0.027148215100169182,0.0,1007.0,481.15557861328125,269.2424011230469,0.0,3.25,0.7146417498588562,1.0078984498977661,0.0010125039843842387,3.25,1.749590516090393,0.9397705793380737,0.0,110.0,19.73795509338379,27.7393856048584,0.13359469175338745,110.0,56.441246032714844,31.816274642944336,train
22,/workspace/turm/processed/episodes_npz/episode_00022.npz,3000,6,0.0,299.8999938964844,False,0.0,0.10000000149011612,0.050175148993730545,0.030685951933264732,0.0,1007.0,122.54907989501953,206.7846221923828,5.6575001508463174e-05,3.25,1.812108039855957,0.964730978012085,0.0,3.25,0.43666958808898926,0.7168237566947937,0.0,110.0,54.8046760559082,31.065614700317383,0.43123191595077515,110.0,53.32439422607422,28.083463668823242,train
23,/workspace/turm/processed/episodes_npz/episode_00023.npz,3000,6,0.0,299.8999938964844,False,0.0,0.10000000149011612,0.05445699393749237,0.03013227880001068,0.0,1007.0,923.5335693359375,117.05743408203125,0.0,3.25,1.697127103805542,0.9177525639533997,0.0,3.25,1.6898185014724731,0.9374175667762756,0.0,110.0,53.3990478515625,34.42042541503906,0.4912099242210388,110.0,59.153724670410156,29.863765716552734,train
24,/workspace/turm/processed/episodes_npz/episode_00024.npz,3000,6,0.0,299.8999938964844,False,0.0,0.10000000149011612,0.05696762725710869,0.026789603754878044,0.0,1007.0,492.8434143066406,295.602783203125,0.0006459060241468251,3.25,1.7600029706954956,0.9208236336708069,0.0033796438947319984,3.25,1.7285654544830322,0.9471024870872498,0.0,110.0,53.1624641418457,31.126096725463867,0.033734280616045,110.0,54.61975860595703,30.449209213256836,train
25,/workspace/turm/processed/episodes_npz/episode_00025.npz,3000,6,0.0,299.8999938964844,False,3.487999947537901e-06,0.09995713084936142,0.05582445114850998,0.026668410748243332,1.1110398769378662,1007.0,766.6856689453125,189.32615661621094,0.0,3.25,1.4935084581375122,0.857280969619751,0.0,3.25,1.568204402923584,0.9786723256111145,0.0,110.0,27.388776779174805,28.93865966796875,0.0,110.0,17.515121459960938,27.513891220092773,train
26,/workspace/turm/processed/episodes_npz/episode_00026.npz,3000,6,0.0,299.8999938964844,False,0.0,0.10000000149011612,0.06807807087898254,0.02269568108022213,0.17832668125629425,1007.0,514.7640991210938,283.1368713378906,0.0042435419745743275,3.25,2.761035919189453,0.48384109139442444,0.0,3.25,1.592569351196289,0.9374704957008362,0.0,110.0,53.54890441894531,32.119815826416016,0.0,110.0,75.60318756103516,23.246191024780273,train
27,/workspace/turm/processed/episodes_npz/episode_00027.npz,3000,6,0.0,299.8999938964844,False,0.0,0.0999925285577774,0.013219310902059078,0.022092215716838837,0.0,1007.0,517.326904296875,290.8875427246094,0.0,3.25,0.5827528834342957,0.8601452708244324,0.0006165219820104539,3.25,1.5732100009918213,0.9738664031028748,0.0,110.0,13.419853210449219,24.35223388671875,0.0,110.0,52.25521469116211,30.719480514526367,train
28,/workspace/turm/processed/episodes_npz/episode_00028.npz,3000,6,0.0,299.8999938964844,False,0.0,0.10000000149011612,0.05522290989756584,0.026537854224443436,0.06304720044136047,1007.0,561.1513061523438,296.5483703613281,0.0,3.25,1.5599517822265625,0.8709266781806946,0.0,3.25,0.5688607096672058,0.8982953429222107,0.0,110.0,55.13409423828125,29.883390426635742,0.0,110.0,87.08499145507812,22.38118553161621,train
29,/workspace/turm/processed/episodes_npz/episode_00029.npz,3000,6,0.0,299.8999938964844,False,0.0,0.10000000149011612,0.009450694546103477,0.015446603298187256,3.3698973655700684,1007.0,769.60302734375,205.14620971679688,0.0,3.25,0.6137806177139282,0.8937737345695496,0.0,3.25,2.614917755126953,0.5981117486953735,0.0,110.0,24.033029556274414,30.793760299682617,0.006909441202878952,110.0,56.69053649902344,29.7786865234375,train
30,/workspace/turm/processed/episodes_npz/episode_00030.npz,3000,6,0.0,299.8999938964844,False,0.0,0.10000000149011612,0.051196541637182236,0.03143668174743652,0.0,1007.0,462.8931579589844,299.0963134765625,0.0041448320262134075,3.25,2.4288206100463867,0.6541271805763245,0.0,3.25,0.619279682636261,0.8220389485359192,0.0,110.0,54.67823791503906,34.108211517333984,0.0,110.0,69.19914245605469,30.992162704467773,train
31,/workspace/turm/processed/episodes_npz/episode_00031.npz,3000,6,0.0,299.8999938964844,False,1.1082999662903603e-05,0.10000000149011612,0.053519006818532944,0.026021188125014305,0.0,1007.0,564.5206909179688,285.2766418457031,0.000876889971550554,3.25,2.1601858139038086,0.8241567611694336,0.0,3.25,0.528464138507843,0.8567267060279846,0.0,110.0,50.00065612792969,33.1519889831543,0.0,110.0,83.39715576171875,21.361913681030273,train
32,/workspace/turm/processed/episodes_npz/episode_00032.npz,3000,6,0.0,299.8999938964844,False,0.0,0.10000000149011612,0.03203078359365463,0.030173884704709053,0.0,1007.0,302.4410705566406,321.2017517089844,0.0,3.25,0.5582610964775085,0.8096757531166077,0.0,3.25,0.23188045620918274,0.5031358003616333,0.0,110.0,56.3033332824707,34.0903434753418,0.0,110.0,16.798219680786133,26.883935928344727,val
33,/workspace/turm/processed/episodes_npz/episode_00033.npz,3000,6,0.0,299.8999938964844,False,0.0,0.10000000149011612,0.05162928253412247,0.03264928609132767,0.251610666513443,1007.0,549.3795776367188,279.5339660644531,0.0,3.25,1.5630381107330322,0.8259548544883728,0.001345254946500063,3.25,1.82404363155365,0.9524908065795898,0.0,110.0,33.87787628173828,34.500221252441406,0.1828511655330658,110.0,58.19073486328125,29.555177688598633,train
34,/workspace/turm/processed/episodes_npz/episode_00034.npz,3000,6,0.0,299.8999938964844,False,0.0,0.10000000149011612,0.026070496067404747,0.02908141352236271,0.0,1007.0,303.6360168457031,289.7169494628906,0.0,3.25,1.737850546836853,0.9048126935958862,0.001859970041550696,3.25,2.896655321121216,0.49177783727645874,0.0,110.0,25.056812286376953,31.155466079711914,0.0,110.0,14.703727722167969,25.418962478637695,test
35,/workspace/turm/processed/episodes_npz/episode_00035.npz,3000,6,0.0,299.8999938964844,False,0.0,0.10000000149011612,0.03984590992331505,0.029536066576838493,0.8481476902961731,1007.0,751.5736694335938,198.90789794921875,0.0,3.25,0.530163586139679,0.8272902965545654,0.0,3.25,2.232447385787964,0.732392430305481,0.0,110.0,58.635189056396484,34.008750915527344,0.1766004115343094,110.0,71.47008514404297,27.11005210876465,train
36,/workspace/turm/processed/episodes_npz/episode_00036.npz,3000,6,0.0,299.8999938964844,False,0.0,0.10000000149011612,0.03233280032873154,0.03238104656338692,2.680651903152466,1007.0,556.6459350585938,291.2801513671875,0.0,3.25,1.4916341304779053,0.9335722327232361,0.0,3.25,0.5019522905349731,0.7707226276397705,0.0,110.0,54.79916763305664,35.4586067199707,0.0,110.0,58.86961364746094,33.02324295043945,train
37,/workspace/turm/processed/episodes_npz/episode_00037.npz,3000,6,0.0,299.8999938964844,False,0.0,0.10000000149011612,0.01099402830004692,0.020977016538381577,0.0,1007.0,109.20785522460938,218.32254028320312,0.0006577639724127948,3.25,2.7417635917663574,0.42043668031692505,0.0,3.25,2.4021217823028564,0.6690104603767395,0.0,110.0,62.19357681274414,29.897932052612305,0.0,110.0,16.67401885986328,29.54681968688965,val
38,/workspace/turm/processed/episodes_npz/episode_00038.npz,3000,6,0.0,299.8999938964844,False,7.271800132002681e-05,0.10000000149011612,0.0734454020857811,0.020934894680976868,2.448883533477783,1007.0,903.506103515625,146.58016967773438,0.0,3.25,1.7922964096069336,0.9458721280097961,0.0,3.25,1.7236788272857666,0.9767189025878906,0.0,110.0,53.16244125366211,29.69633674621582,0.3869529664516449,110.0,55.562217712402344,31.5567569732666,train
39,/workspace/turm/processed/episodes_npz/episode_00039.npz,3000,6,0.0,299.8999938964844,False,0.00033501398866064847,0.10000000149011612,0.06686705350875854,0.02070755511522293,0.0,1007.0,564.4578247070312,254.16473388671875,0.0,3.25,1.5253727436065674,0.9709451794624329,6.439199933083728e-05,3.25,1.7006144523620605,0.9993923902511597,0.4992888569831848,110.0,56.48088073730469,30.578420639038086,0.1953568011522293,110.0,68.393798828125,27.293548583984375,test
40,/workspace/turm/processed/episodes_npz/episode_00040.npz,3000,6,0.0,299.8999938964844,False,0.0,0.10000000149011612,0.07020136713981628,0.025998594239354134,0.0,1007.0,96.75455474853516,208.21658325195312,0.0001177950034616515,3.249969482421875,1.5300182104110718,0.9357666373252869,0.0,3.25,0.5181604027748108,0.6856696605682373,0.0,110.0,56.97164535522461,33.89512634277344,0.0,110.0,23.337871551513672,30.518163681030273,train
41,/workspace/turm/processed/episodes_npz/episode_00041.npz,3000,6,0.0,299.8999938964844,False,6.21310027781874e-05,0.10000000149011612,0.07960937917232513,0.017548441886901855,0.0,1007.0,614.0045166015625,259.6327209472656,0.0,3.25,1.8549883365631104,0.9175190329551697,0.0006426239851862192,3.25,1.5239720344543457,0.9677143692970276,0.0,110.0,59.371620178222656,29.52472496032715,0.0,110.0,32.2095947265625,33.34101104736328,test
42,/workspace/turm/processed/episodes_npz/episode_00042.npz,3000,6,0.0,299.8999938964844,False,0.0,0.10000000149011612,0.009763373993337154,0.01811176724731922,0.0,1007.0,120.20133209228516,218.69369506835938,0.0,3.25,1.5212064981460571,0.9236634969711304,0.0018901160219684243,3.25,1.865673303604126,0.8803702592849731,0.0,110.0,77.87359619140625,22.752397537231445,0.0,110.0,53.97298049926758,34.08711624145508,test
43,/workspace/turm/processed/episodes_npz/episode_00043.npz,3000,6,0.0,299.8999938964844,False,5.178200080990791e-05,0.10000000149011612,0.0662420466542244,0.02474740706384182,0.0,1007.0,507.2519226074219,242.76840209960938,0.0,3.25,0.6596571207046509,0.8034189343452454,0.0004156980139669031,3.25,1.6273776292800903,0.830047070980072,0.5942804217338562,110.0,61.15692138671875,34.760711669921875,0.0,110.0,61.88795471191406,30.1428279876709,train
44,/workspace/turm/processed/episodes_npz/episode_00044.npz,3000,6,0.0,299.8999938964844,False,1.3318999663169961e-05,0.10000000149011612,0.05827564373612404,0.02744080312550068,1.1637685298919678,1007.0,722.9483032226562,223.0706024169922,0.0,3.25,1.5585792064666748,0.9110313653945923,0.0,3.25,2.3105218410491943,0.7001317739486694,0.0,110.0,28.856136322021484,32.52901077270508,0.0,110.0,55.27048873901367,30.434186935424805,train
45,/workspace/turm/processed/episodes_npz/episode_00045.npz,3000,6,0.0,299.8999938964844,False,0.0,0.10000000149011612,0.07376721501350403,0.021297195926308632,0.8759336471557617,1007.0,504.47259521484375,280.85015869140625,0.0014033049810677767,3.25,1.663617491722107,0.9483067989349365,0.0,3.25,1.744733214378357,0.9764508008956909,0.0,110.0,92.6305923461914,17.43632698059082,0.0,110.0,49.89017868041992,32.590824127197266,train
46,/workspace/turm/processed/episodes_npz/episode_00046.npz,3000,6,0.0,299.8999938964844,False,0.0,0.10000000149011612,0.05294427648186684,0.027295876294374466,0.0,1007.0,163.92059326171875,260.833984375,0.0016331940423697233,3.25,1.7186185121536255,0.9148553609848022,0.0,3.25,1.727888822555542,0.9267151355743408,0.0,110.0,60.35100173950195,31.921035766601562,0.0,110.0,20.442434310913086,31.423728942871094,train
47,/workspace/turm/processed/episodes_npz/episode_00047.npz,3000,6,0.0,299.8999938964844,False,0.0,0.10000000149011612,0.07504896819591522,0.022137397900223732,0.0,1007.0,551.7620849609375,254.2411346435547,0.0,3.25,0.795778214931488,0.92747563123703,0.0,3.25,0.7294447422027588,1.019241213798523,0.0,110.0,54.438621520996094,34.35902786254883,0.10240086168050766,110.0,79.19466400146484,24.97861099243164,train
48,/workspace/turm/processed/episodes_npz/episode_00048.npz,3000,6,0.0,299.8999938964844,False,0.0,0.10000000149011612,0.07089217752218246,0.02154606394469738,0.0,1007.0,491.90582275390625,307.4508972167969,0.0,3.25,1.8100612163543701,0.903789758682251,0.0,3.25,2.6054844856262207,0.5440504550933838,0.0,110.0,69.50516510009766,25.686397552490234,0.0,110.0,20.765823364257812,25.945199966430664,train
49,/workspace/turm/processed/episodes_npz/episode_00049.npz,3000,6,0.0,299.8999938964844,False,0.0,0.10000000149011612,0.04690753296017647,0.029914764687418938,0.0,1006.8326416015625,202.2718963623047,267.41229248046875,0.0010038269683718681,3.25,2.1326749324798584,0.8342270255088806,0.0,3.25,2.095245838165283,0.7526859641075134,0.0,110.0,31.732091903686523,30.825571060180664,0.3236455023288727,110.0,53.78103256225586,31.431495666503906,test
50,/workspace/turm/processed/episodes_npz/episode_00050.npz,3000,6,0.0,299.8999938964844,False,0.0,0.10000000149011612,0.07828626781702042,0.018720593303442,0.0,1007.0,228.01492309570312,290.9212951660156,0.0006358529790304601,3.25,1.921372890472412,0.8022538423538208,0.0,3.25,0.6366133093833923,1.0270421504974365,0.17338255047798157,110.0,65.83868408203125,30.066356658935547,0.4411446154117584,110.0,51.99614715576172,26.32382583618164,train
51,/workspace/turm/processed/episodes_npz/episode_00051.npz,3000,6,0.0,299.8999938964844,False,0.0,0.10000000149011612,0.04200705140829086,0.024646269157528877,0.0,1007.0,231.28187561035156,268.81597900390625,0.005229727830737829,3.25,2.699221611022949,0.5569491386413574,0.0,3.248979330062866,1.0900983810424805,0.9500946402549744,0.0,110.0,32.81425476074219,34.2654914855957,0.0,110.0,61.99497985839844,33.21213912963867,train
52,/workspace/turm/processed/episodes_npz/episode_00052.npz,3000,6,0.0,299.8999938964844,False,0.0,0.10000000149011612,0.0860012024641037,0.016200007870793343,1.9469233751296997,1007.0,512.4746704101562,299.2919006347656,0.0,3.25,1.7264182567596436,0.9459396004676819,0.0,3.25,0.37085986137390137,0.6471163630485535,0.0,110.0,68.85906982421875,26.834320068359375,0.0,110.0,59.532562255859375,32.3392219543457,val
53,/workspace/turm/processed/episodes_npz/episode_00053.npz,3000,6,0.0,299.8999938964844,False,0.0,0.10000000149011612,0.04720098525285721,0.030052337795495987,0.0,1007.0,465.0339050292969,260.79010009765625,0.0,3.25,2.2158045768737793,0.7038504481315613,0.0,3.25,2.08160662651062,0.8133568167686462,0.5727565884590149,110.0,65.76560974121094,33.17333984375,0.0,110.0,51.990665435791016,30.299467086791992,train
54,/workspace/turm/processed/episodes_npz/episode_00054.npz,3000,6,0.0,299.8999938964844,False,0.0,0.10000000149011612,0.020351171493530273,0.025256525725126266,0.4487943649291992,1007.0,694.2079467773438,222.85159301757812,0.0,3.25,1.803002953529358,0.8869423270225525,0.0,3.25,1.5807174444198608,0.9857588410377502,0.0,110.0,57.15001678466797,30.945606231689453,0.0,110.0,62.698577880859375,30.271757125854492,train
55,/workspace/turm/processed/episodes_npz/episode_00055.npz,3000,6,0.0,299.8999938964844,False,0.0,0.10000000149011612,0.05685025081038475,0.027421308681368828,1.6488547325134277,1007.0,601.82177734375,264.9087829589844,0.0,3.25,2.070080041885376,0.850208580493927,0.0,3.25,1.6976624727249146,0.901221752166748,0.0,110.0,82.70799255371094,21.664793014526367,0.0,110.0,15.159070014953613,24.098400115966797,train
56,/workspace/turm/processed/episodes_npz/episode_00056.npz,3000,6,0.0,299.8999938964844,False,0.0,0.10000000149011612,0.0891202986240387,0.012822890654206276,0.0,1007.0,558.8945922851562,283.0184631347656,0.0001791120012057945,3.25,2.457486391067505,0.6208606958389282,0.0,3.25,1.555294156074524,0.9384366869926453,0.0,110.0,22.936845779418945,31.366992950439453,0.0,110.0,15.540485382080078,24.982154846191406,train
57,/workspace/turm/processed/episodes_npz/episode_00057.npz,3000,6,0.0,299.8999938964844,False,0.0,0.10000000149011612,0.018987413495779037,0.02781287021934986,1.5142799615859985,1007.0,473.2256774902344,293.90478515625,0.0,3.25,0.6820681095123291,0.8838608264923096,0.0,3.25,0.6911101341247559,0.8217931389808655,0.0,110.0,63.51531219482422,29.311405181884766,0.15208135545253754,110.0,51.939125061035156,33.41474914550781,test
58,/workspace/turm/processed/episodes_npz/episode_00058.npz,3000,6,0.0,299.8999938964844,False,0.0,0.10000000149011612,0.053207214921712875,0.02879340946674347,0.34710320830345154,1007.0,705.67041015625,228.4839324951172,0.0,3.25,1.6431357860565186,0.9838613271713257,0.0,3.25,0.4568246304988861,0.7524130940437317,0.0,110.0,12.511001586914062,26.34674835205078,0.0,110.0,59.574134826660156,34.326900482177734,train
59,/workspace/turm/processed/episodes_npz/episode_00059.npz,3000,6,0.0,299.8999938964844,False,0.0,0.10000000149011612,0.0532437339425087,0.028240257874131203,2.7638802528381348,1007.0,488.3417053222656,303.9813537597656,0.0006998530006967485,3.25,1.4878830909729004,0.9267772436141968,0.0014020169619470835,3.25,1.5788761377334595,0.9455045461654663,0.7912388443946838,110.0,54.33586120605469,30.819896697998047,0.0,110.0,91.21564483642578,17.92061424255371,train
60,/workspace/turm/processed/episodes_npz/episode_00060.npz,3000,6,0.0,299.8999938964844,False,0.0,0.10000000149011612,0.01051079947501421,0.018269721418619156,0.6526934504508972,1007.0,434.4700012207031,260.50250244140625,0.0,3.25,1.7006186246871948,0.81984543800354,0.0,3.25,0.5068348050117493,0.7727318406105042,0.20119500160217285,110.0,59.882484436035156,29.701143264770508,0.0,110.0,49.949790954589844,32.162567138671875,train
61,/workspace/turm/processed/episodes_npz/episode_00061.npz,3000,6,0.0,299.8999938964844,False,0.0,0.10000000149011612,0.049521856009960175,0.030129333958029747,0.0,1007.0,159.7364959716797,207.9502410888672,0.0008358890190720558,3.25,1.7783278226852417,0.8109261393547058,0.0,3.25,1.7456856966018677,0.9393856525421143,0.17806868255138397,110.0,80.35099792480469,23.37986183166504,0.0,110.0,55.56413650512695,30.98609733581543,train
